,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72
big_search_arima,13.52555263934066,17.78094365493185,40.636305948372375,53.9787411975684,26.642137573180143,18.699838346077215,11.528013844998009,9.38837668352602,141.99806622031048,11.278850083897161,15.038326439797892,9.768517583238333,12.210563861623186,8.12639909061144,17.55327471069286,6.636535401596942,7.184040002740904,10.655907146293384,31.972625482026153,19.65298087922402,6.694900471318817,10.938793114341737,10.204468223460086,10.519527634758672,7.285716674012142,7.205410367490481,32.19457943337557,28.897241891927358,9.295586189007182,9.984569428153842,8.49348276269146,10.377553646188375,14.37256273377417,16.65905072958773,19.544885538505596,11.086960095447807,24.74187320792062,9.36389372820113,10.753684613562848,10.854264382541734,11.7900637094861,12.264040969377804,21.6629374198991,27.38438896926918,12.348235511930469,12.868999180073203,25.24763404055961,24.51856438921312,13.426695122863721,10.337962887944222,40.95128339540728,41.71528697073993,16.1270872303211,8.545427061224705,22.05931726046872,12.92617354846901,18.64308895707502,3.5973133467061675,26.993243458666853,19.659830292882457,14.502663467395854,117.5328533372171,15.370806930624507,6.672823933151751,13.018320320637661,13.508988927710963,26.908739369912414,29.73364303576592,8.786442889949692,11.107061257145666,11.2302757902795,10.189459184884376
